sampling_date,plant_id,Peletizadora,sampling_hash,product_name,product_code,Turno,batch,Durabilidad,fines,Presión,Carga,Temp Acondicionamiento,Temp Enfriamiento,Hum Acondicionamiento,Hum Enfriamiento,Temp Ambiente,Hum Ambiente,observations,Matriz Dado,time,mixing_humidity,product_humidity,product_temperature,sampled_by,type_1,retention_time,type_2,efficiency,quantity,company_name,source_file,Delta Temp,Eficiencia Acondicionador,delta_temp_group,"product_code,Producto",Estructura Dieta,Amp
2024-01-02,18,2,75a15d54494d88f19c1f46ac0649b0e3,ceba nutritec,703-169,1,9864.0,98.6,1.4,20.0,62.0,78.0,30.7,14.25,12.45,30.5,58.0,amp 118-110,mt 03,11:20:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.2,5.5,0-1,"703-169,ceba nutritec",Finalizadores,118.0
2024-01-02,18,1,2b9ef98b2299f125ac9bf419a340aecb,ceba 3 nutritec,703-181,2,9865.0,99.6,0.4,19.0,40.0,70.0,31.9,14.85,12.67,36.4,35.0,amp 106,mt 02,18:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-4.5,4.7,<0,"703-181,ceba 3 nutritec",Finalizadores,106.0
2024-01-02,18,1,00ff6e9f8627b421528da790b315ab4e,iniciacion 1,550-427,2,9872.0,92.7,7.3,18.0,37.0,50.0,33.2,13.32,11.37,37.0,36.0,amp 12.80,mt 02,16:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.8,3.8,<0,"550-427,iniciacion 1",Inicios,12.8
2024-01-02,18,1,0d47fbb07c6b353f7ba16bf953047a9c,iniciacion 1,550-427,1,9872.0,97.7,2.3,18.0,39.4,74.0,32.8,12.89,11.51,34.4,47.0,amp 109,mt 02,12:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.6,5.7,<0,"550-427,iniciacion 1",Inicios,109.0
2024-01-02,18,1,f5b42c52806d64dc7e395f8346dbf769,levante,601-562,3,9873.0,99.4,0.6,20.0,40.0,80.0,28.1,15.14,12.58,31.6,44.0,amp 96,mt 02,01:05:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.5,5.3,<0,"601-562,levante",Levante,96.0
2024-01-02,18,2,7b454a695bca2c6cc530d119990ed4f2,levante,601-562,3,9873.0,94.5,5.5,18.0,76.0,80.0,28.9,14.31,11.96,28.0,55.0,amp 109,mt 03,01:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.9,5.6,0-1,"601-562,levante",Levante,109.0
2024-01-02,18,2,26b6de5c723f9fa501c7906b9aa777eb,ceba 1.1 nutritec,703-170,3,9874.0,96.8,3.2,18.0,78.0,80.0,32.1,15.05,12.36,27.0,35.0,amp 118,mt 03,03:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,5.1,5.3,>5,"703-170,ceba 1.1 nutritec",Finalizadores,118.0
2024-01-02,18,2,8af3fda944b6cd1b8f7a419c3ebc8ff2,ceba 1,703-177,2,9874.0,94.2,5.8,18.0,75.0,85.0,33.2,15.61,12.04,31.8,55.0,amp 106,mt 03,17:25:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.4,5.4,1-2,"703-177,ceba 1",Finalizadores,106.0
2024-01-02,18,1,1df1ba6fd35e8abd945392f9782f56a4,ceba 1.1 nutritec,703-170,3,9875.0,99.5,0.5,19.0,40.0,78.0,32.7,15.59,12.85,31.1,47.0,amp 98,mt 02,03:40:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.6,5.0,1-2,"703-170,ceba 1.1 nutritec",Finalizadores,98.0
2024-01-03,18,2,a48d13ec6b11b5ba6d17e25f48b0812c,ceba 2,703-167,1,9876.0,99.1,0.9,18.0,40.0,80.0,30.9,13.25,12.58,29.9,51.0,amp 108,mt 02,08:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.0,6.0,1-2,"703-167,ceba 2",Finalizadores,108.0
2024-01-03,18,2,efd1a00c3a7898ff57151718d18afff4,ceba 2,703-167,1,9877.0,98.2,1.8,20.0,80.0,80.0,33.4,13.44,11.93,28.5,58.0,amp 112-106,mt 03,09:50:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,4.9,6.0,4-5,"703-167,ceba 2",Finalizadores,112.0
2024-01-03,18,2,eaa07e05034f099d4824c227b3b95208,ceba 3 nutritec,703-181,1,9878.0,98.4,1.6,20.0,78.0,80.0,34.8,14.78,12.31,32.9,56.0,amp 117,mt 03,12:20:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.9,5.4,1-2,"703-181,ceba 3 nutritec",Finalizadores,117.0
2024-01-03,18,1,79466e4bcb4d27bd55cfebb7dc14a05f,ceba 3 nutritec,703-181,1,9878.0,99.2,0.8,19.0,40.0,79.0,32.6,14.49,11.79,34.9,44.0,amp 109,mt 02,11:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.3,5.5,<0,"703-181,ceba 3 nutritec",Finalizadores,109.0
2024-01-03,18,2,47a4da8cff46ad8e57aa1d0eb7d29a5f,ceba 1,703-177,2,9880.0,96.7,3.3,18.0,78.0,82.0,29.6,15.24,12.26,33.9,53.0,amp 118-112,mt 03,16:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-4.3,5.4,<0,"703-177,ceba 1",Finalizadores,118.0
2024-01-03,18,1,6f7d3e9f1980f9a7db2a9c83f4947409,ceba 1,703-177,2,9880.0,99.5,0.5,19.0,39.0,70.0,29.9,14.71,11.93,36.8,34.0,amp 128,mt 02,18:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-6.9,4.8,<0,"703-177,ceba 1",Finalizadores,128.0
2024-01-03,18,2,ac7f1832185a4e41bba53c229afa6030,ceba nutritec,703-169,3,9881.0,98.6,1.4,18.0,73.0,80.0,28.2,14.53,12.19,27.8,34.0,amp 118,mt 03,23:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.4,5.5,0-1,"703-169,ceba nutritec",Finalizadores,118.0
2024-01-03,18,1,7dce80e713367db684bf247db52504eb,ceba nutritec,703-169,3,9881.0,99.7,0.3,20.0,40.0,79.0,29.0,15.76,12.85,32.73,41.0,amp 109,mt 03,23:10:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.7,5.0,<0,"703-169,ceba nutritec",Finalizadores,109.0
2024-01-03,18,2,f553a63c53bc1351225287f112f0ec08,levante,601-562,3,9882.0,96.2,3.8,18.0,79.0,82.0,28.8,14.99,11.65,28.2,54.0,amp 111,mt 03,03:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.6,5.5,0-1,"601-562,levante",Levante,111.0
2024-01-03,18,1,82a9c7650b3753b8b0c17a8ffda2f666,levante,601-562,3,9882.0,99.2,0.8,19.0,40.0,79.0,29.2,15.7,12.4,32.5,42.0,amp 97,mt 02,01:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.3,5.0,<0,"601-562,levante",Levante,97.0
2024-01-03,18,2,22b7d5086128cd8bd468bd823661c43d,prelevante,610-596,3,9883.0,94.6,5.4,18.0,79.0,82.0,29.8,14.47,12.1,25.6,54.0,amp 112,mt 03,05:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,4.2,5.7,4-5,"610-596,prelevante",Levante,112.0
2024-01-03,18,2,22b7d5086128cd8bd468bd823661c43d,prelevante,610-596,3,9883.0,94.6,5.4,18.0,79.0,82.0,29.8,14.47,12.1,25.6,54.0,amp 112,mt 03,05:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,4.2,5.7,4-5,"610-596,levante",Levante,112.0
2024-01-04,18,2,5542779fc2bf941bc677ba3783090667,prelevante,610-596,1,9883.0,98.6,1.4,20.0,82.0,80.0,32.6,13.45,12.47,26.1,55.0,amp 112-106,mt 03,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,6.5,5.9,>5,"610-596,prelevante",Levante,112.0
2024-01-04,18,2,5542779fc2bf941bc677ba3783090667,prelevante,610-596,1,9883.0,98.6,1.4,20.0,82.0,80.0,32.6,13.45,12.47,26.1,55.0,amp 112-106,mt 03,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,6.5,5.9,>5,"610-596,levante",Levante,112.0
2024-01-04,18,1,1ad71d5b6b760d6c35b5d723384dc67f,prelevante,610-596,1,9883.0,99.1,0.9,18.0,40.0,79.0,28.9,13.49,12.29,29.8,50.0,amp 107,mt 02,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.9,5.9,<0,"610-596,prelevante",Levante,107.0
2024-01-04,18,1,1ad71d5b6b760d6c35b5d723384dc67f,prelevante,610-596,1,9883.0,99.1,0.9,18.0,40.0,79.0,28.9,13.49,12.29,29.8,50.0,amp 107,mt 02,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.9,5.9,<0,"610-596,levante",Levante,107.0
2024-01-04,18,2,ec85caed5568064e7d538498bdd487da,iniciacion 1,550-427,1,9884.0,98.5,1.5,20.0,78.0,80.0,32.1,13.74,11.72,28.2,55.0,amp 99-93,mt 03,10:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.9,5.8,3-4,"550-427,iniciacion 1",Inicios,99.0
2024-01-04,18,1,6e0621b885a2b134de178be2823488b6,iniciacion 1,550-427,1,9884.0,98.3,1.7,18.0,39.5,73.0,33.5,14.05,11.46,35.3,42.0,amp 109,mt 02,12:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.8,5.2,<0,"550-427,iniciacion 1",Inicios,109.0
2024-01-04,18,2,8a636f9834935bbdb07a0f4ad7a56ace,levante,601-562,2,9885.0,93.9,6.1,18.0,77.0,82.0,31.8,14.04,11.87,32.8,52.0,amp 106,mt 03,17:15:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.0,5.8,<0,"601-562,levante",Levante,106.0
2024-01-04,18,1,7a370b27a27e075f1af65f2fa82aa670,levante,601-562,2,9885.0,96.8,3.2,19.0,40.0,70.0,33.3,13.89,12.2,36.1,36.0,amp 118,mt 02,17:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.8,5.0,<0,"601-562,levante",Levante,118.0
2024-01-04,18,2,6226d057bc5c95f3997a731c20ca62e9,levante,601-562,2,9886.0,95.2,4.8,18.0,77.0,82.0,31.3,14.03,11.978,28.8,53.0,amp 100,mt 03,19:20:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.5,5.8,2-3,"601-562,levante",Levante,100.0
2024-01-04,18,2,1512e64364abc0adaacaed4161c6ae91,gestacion choque 1,113-812,1,9886.0,97.3,2.7,18.0,75.0,80.0,32.3,13.46,11.35,34.3,53.0,amp 108,mt 03,14:35:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.0,5.9,<0,"113-812,gestacion choque 1",Cria,108.0
2024-01-04,18,1,118f816f81d2b9bda72a386c5a820b14,gestacion choque 1,113-812,2,9886.0,98.7,1.3,19.0,39.0,65.0,34.1,13.82,10.89,37.7,34.0,amp 115,mt 02,14:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.6,4.7,<0,"113-812,gestacion choque 1",Cria,115.0
2024-01-04,18,2,55a833fbea05318909c30597c657d241,ceba 1,703-177,3,9887.0,97.7,2.3,18.0,73.0,78.0,28.9,14.85,11.91,27.1,54.0,amp 118,mt 03,01:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.8,5.3,1-2,"703-177,ceba 1",Finalizadores,118.0
2024-01-04,18,1,e4a6c236c48bdf4f7cddd57ed687abb3,ceba 1,703-177,3,9887.0,99.0,1.0,18.0,40.0,77.0,28.6,15.73,12.54,32.0,43.0,amp 105,mt 02,00:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.4,4.9,<0,"703-177,ceba 1",Finalizadores,105.0
2024-01-04,18,2,dd020166186f27e40b40b35db6d22779,prelevante,610-596,3,9888.0,95.5,4.5,18.0,78.0,80.0,29.2,14.66,12.7,25.9,53.0,amp 118,mt 02,04:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.3,5.5,3-4,"610-596,prelevante",Levante,118.0
2024-01-04,18,2,dd020166186f27e40b40b35db6d22779,prelevante,610-596,3,9888.0,95.5,4.5,18.0,78.0,80.0,29.2,14.66,12.7,25.9,53.0,amp 118,mt 02,04:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.3,5.5,3-4,"610-596,levante",Levante,118.0
2024-01-05,18,1,ab3a34a89fa73381223faf2ec3919344,iniciacion 1,550-427,2,9889.0,97.3,2.7,19.0,39.0,65.0,32.9,12.89,10.55,37.3,33.0,amp 122,mt 02,15:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-4.4,5.0,<0,"550-427,iniciacion 1",Inicios,122.0
2024-01-05,18,2,1d4a6f1f76360b5a38d9f3bc07e69343,iniciacion 1,550-427,2,9889.0,92.1,7.9,18.0,77.0,82.0,32.3,14.76,11.31,34.2,52.0,amp 98,mt 03,14:55:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.9,5.6,<0,"550-427,iniciacion 1",Inicios,98.0
2024-01-05,18,2,72676dd06650f384cf0d59812f1b1b90,lactancia primerizas,240-506,2,9890.0,94.7,5.3,18.0,77.0,80.0,32.9,13.34,11.0,33.6,56.0,amp 110,mt 03,17:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.7,6.0,<0,"240-506,lactancia primerizas",Cria,110.0
2024-01-05,18,1,bbae37390a90809463025cb268c5f3fd,lactancia primerizas,240-506,2,9890.0,98.5,1.5,19.0,39.0,67.0,34.4,13.28,11.58,37.7,32.0,amp 117,mt 03,17:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.3,5.0,<0,"240-506,lactancia primerizas",Cria,117.0
2024-01-05,18,1,8a18631b1bb7e0218070866d2548f497,hembras crecimiento,111-410,3,9891.0,99.5,0.5,18.0,40.0,79.0,29.4,15.13,11.56,32.5,40.0,amp 108,mt 02,22:50:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.1,5.2,<0,"111-410,hembras crecimiento",Levante,108.0
2024-01-05,18,1,e6c3bc43e9ebff8bcee4eac67186d20a,hembras crecimiento,111-410,2,9891.0,98.4,1.6,19.0,39.0,79.0,31.3,13.38,11.06,34.8,35.0,amp 118,mt 02,19:40:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.5,5.9,<0,"111-410,hembras crecimiento",Levante,118.0
2024-01-05,18,2,514d2e3110e8e1112eb59e017676423b,levante,601-562,3,9892.0,95.3,4.7,18.0,79.0,80.0,31.0,13.49,11.12,28.2,52.0,amp 116,mt 03,01:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.8,5.9,2-3,"601-562,levante",Levante,116.0
2024-01-05,18,2,2b1d8f827c0a9579a2630dbf0fd328c3,ceba nutritec,703-169,3,9893.0,98.1,1.9,18.0,65.0,78.0,29.7,14.03,11.2,27.8,52.0,amp 118,mt 03,03:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.9,5.6,1-2,"703-169,ceba nutritec",Finalizadores,118.0
2024-01-05,18,1,ebd1c0f12ef17a94169a607eb8895533,ceba nutritec,703-169,3,9893.0,99.4,0.6,18.0,40.0,78.0,30.6,15.0,12.25,31.9,42.0,amp 110,mt 02,00:50:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.3,5.2,<0,"703-169,ceba nutritec",Finalizadores,110.0
2024-01-06,18,1,5d7196056ceeb71c089ede23f96d9445,ceba 1,703-177,1,9894.0,99.2,0.8,18.0,39.0,78.0,32.8,12.7,11.05,29.6,48.0,amp 122,mt 02,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.2,6.1,3-4,"703-177,ceba 1",Finalizadores,122.0
2024-01-06,18,2,f0ecb4af62655b7bc078309ff4acbfd0,lactancia  multiparas,212-518,1,9895.0,97.9,2.1,20.0,78.0,80.0,29.7,13.82,10.96,27.2,53.0,amp 100-98,mt 03,09:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.5,5.8,2-3,"212-518,lactancia multiparas",Cria,100.0
2024-01-06,18,1,3982a5cf81ac5bc51b19b6bea6c37e82,lactancia  multiparas,212-518,1,9895.0,99.1,0.9,18.0,39.0,80.0,31.9,13.04,11.57,32.2,46.0,amp 110,mt 02,10:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.3,6.1,<0,"212-518,lactancia multiparas",Cria,110.0
2024-01-06,18,2,0828fd1b40a67c4a7eb9cd746e4369ad,preiniciador fase 2,550-421,2,9896.0,95.0,5.0,20.0,77.0,76.0,34.8,11.87,10.56,34.2,50.0,amp 96,mt 03,14:45:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.6,6.4,0-1,"550-421,preiniciador fase 2",preiniciadores,96.0
2024-01-06,18,2,bd396770bc66b96bc5c70e1330db80dd,preiniciador fase 2,550-421,1,9896.0,95.9,4.1,20.0,78.0,78.0,30.8,12.94,11.4,31.6,52.0,amp 58-50,mt 03,12:10:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.8,6.0,<0,"550-421,preiniciador fase 2",preiniciadores,58.0
2024-01-06,18,1,ae92c9b3e1a85c690de38c6f7e23f425,gestacion choque 1,113-812,2,9897.0,99.3,0.7,18.0,39.0,65.0,33.2,12.93,10.59,37.0,31.0,amp 126,mt 02,18:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.8,5.0,<0,"113-812,gestacion choque 1",Cria,126.0
2024-01-06,18,2,dbc602d012ea592f7a82e37ea4d44884,gestacion choque 1,113-812,2,9897.0,97.5,2.5,20.0,85.0,80.0,32.1,13.33,11.06,35.8,49.0,amp 113,mt 03,18:10:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.7,6.0,<0,"113-812,gestacion choque 1",Cria,113.0
2024-01-06,18,2,222b7cc2119af78ab534957fa00fe53e,ceba 2,703-167,3,9899.0,94.9,5.1,20.0,80.0,82.0,28.0,13.33,11.29,26.4,51.0,amp 118,mt 03,00:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.6,6.2,1-2,"703-167,ceba 2",Finalizadores,118.0
2024-01-06,18,1,ea3bd2e67028c85037178a19b6ebf723,ceba 2,703-167,3,9899.0,99.6,0.4,18.0,40.0,75.0,28.6,14.06,11.5,32.5,40.0,amp 114,mt 02,23:25:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.9,5.3,<0,"703-167,ceba 2",Finalizadores,114.0
2024-01-06,18,1,f25b15097df80699d828a5d719ff5d4d,ceba 1,703-177,3,9900.0,92.6,7.4,19.0,80.0,80.0,29.8,13.76,11.2,27.4,52.0,amp 118,mt 03,02:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.4,5.8,2-3,"703-177,ceba 1",Finalizadores,118.0
2024-01-06,18,1,7110263dcd507798cb5c0d073a2423c6,ceba 1,703-177,3,9902.0,99.5,0.5,18.0,40.0,75.0,28.1,13.73,11.86,31.8,43.0,amp 115,mt 02,02:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.7,5.5,<0,"703-177,ceba 1",Finalizadores,115.0
2024-01-07,18,2,7a0a614e15a24c4b303b8a3d8077ee73,prelevante,610-596,3,759.0,95.8,4.2,20.0,73.0,80.0,29.4,14.2,11.6,26.4,52.0,amp 92-116,mt 05,23:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.0,5.6,3-4,"610-596,prelevante",Levante,92.0
2024-01-07,18,2,7a0a614e15a24c4b303b8a3d8077ee73,prelevante,610-596,3,759.0,95.8,4.2,20.0,73.0,80.0,29.4,14.2,11.6,26.4,52.0,amp 92-116,mt 05,23:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.0,5.6,3-4,"610-596,levante",Levante,92.0
2024-01-07,18,2,51737d6cd3db507cffe4c8bc74759401,levante,601-562,3,9300.0,97.3,2.7,20.0,80.0,80.0,31.6,13.56,10.89,27.2,51.0,amp 115-419,mt 03,01:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,4.4,5.9,4-5,"601-562,levante",Levante,115.0
2024-01-07,18,1,2ea04146445c9f2f44ec9c64ab153adb,levante,601-562,3,9303.0,99.3,0.7,18.0,39.0,78.0,30.8,13.25,11.34,37.2,50.0,amp 112,mt 02,12:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-6.4,5.9,<0,"601-562,levante",Levante,112.0
2024-01-07,18,2,9aeb587649caed76765720d0aefacfcf,levante,601-562,3,9900.0,97.1,2.9,18.0,80.0,80.0,27.9,12.23,10.71,25.9,52.0,amp 115-108,mt 03,03:55:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.0,6.5,2-3,"601-562,levante",Levante,115.0
2024-01-08,18,1,b791f182cb548ee5312ff27b32a07b62,ceba nutritec,703-169,1,9901.0,98.7,1.3,19.0,39.0,70.0,27.5,12.96,11.93,28.4,48.0,amp116,mt 02,06:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.9,5.4,<0,"703-169,ceba nutritec",Finalizadores,
2024-01-08,18,2,0b840c44d306cbcf6e5bdfd32144c7cb,iniciacion 1,550-427,1,9904.0,95.1,4.9,20.0,78.0,80.0,29.8,13.55,11.52,28.1,55.0,amp 98/93,mt 03,12:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.7,5.9,1-2,"550-427,iniciacion 1",Inicios,98.0
2024-01-08,18,1,afa4e1a9aff04eaa105e1faabca2e47d,iniciacion 1,550-427,1,9904.0,98.3,1.7,19.0,39.0,60.0,32.4,13.47,12.04,32.3,48.0,amp 117,mt 02,10:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.1,4.5,0-1,"550-427,iniciacion 1",Inicios,117.0
2024-01-08,18,2,ef83f27571f90a81bf328144986d0d51,prelevante,610-596,2,9905.0,97.3,2.7,18.0,80.0,80.0,32.9,13.81,11.23,32.5,50.0,amp 116,mt 03,17:50:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.4,5.8,0-1,"610-596,prelevante",Levante,116.0
2024-01-08,18,2,ef83f27571f90a81bf328144986d0d51,prelevante,610-596,2,9905.0,97.3,2.7,18.0,80.0,80.0,32.9,13.81,11.23,32.5,50.0,amp 116,mt 03,17:50:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.4,5.8,0-1,"610-596,levante",Levante,116.0
2024-01-08,18,1,67b451d1bff62c047acc549d78bd36d6,prelevante,610-596,2,9905.0,99.4,0.6,18.0,40.0,75.0,34.9,13.1,10.86,37.8,32.0,amp 117,mt 02,16:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.9,5.7,<0,"610-596,prelevante",Levante,117.0
2024-01-08,18,1,67b451d1bff62c047acc549d78bd36d6,prelevante,610-596,2,9905.0,99.4,0.6,18.0,40.0,75.0,34.9,13.1,10.86,37.8,32.0,amp 117,mt 02,16:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.9,5.7,<0,"610-596,levante",Levante,117.0
2024-01-08,18,2,15d5fde1c2ec07b635a2c5cf9b9749fd,levante,601-562,2,9906.0,96.1,3.9,18.0,80.0,81.0,32.1,13.19,11.82,30.1,48.0,amp 113,mt 03,19:10:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.0,6.1,1-2,"601-562,levante",Levante,113.0
2024-01-09,18,2,698471810a09860409040bea589f4b0d,gestacion preparto,100-405,1,9907.0,95.7,4.3,18.0,78.0,78.0,29.3,12.5,11.42,29.6,51.0,amp 115,mt 03,08:05:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.3,6.2,<0,"100-405,gestacion preparto",Cria,115.0
2024-01-09,18,1,f75112bae4edb38aa299fb06e592c15d,gestacion preparto,100-405,1,9907.0,99.8,0.2,19.0,40.0,65.0,31.5,12.23,11.47,28.8,53.0,amp 86.9,mt 02,07:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.7,5.3,2-3,"100-405,gestacion preparto",Cria,86.9
2024-01-09,18,2,08f7a184d6ec77402f7321e1fe866bad,gestacion choque 1,113-812,2,9908.0,98.3,1.7,18.0,83.0,82.0,33.7,14.32,11.2,33.6,48.0,amp 110,mt 03,14:25:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.1,5.7,0-1,"113-812,gestacion choque 1",Cria,110.0
2024-01-09,18,1,049b32211cc98e5ef3c4c3120e737eb0,gestacion choque 1,113-812,2,9908.0,99.6,0.4,18.0,40.0,76.0,33.9,12.38,10.98,33.7,33.0,amp 109,mt 02,14:45:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.2,6.1,0-1,"113-812,gestacion choque 1",Cria,109.0
2024-01-09,18,2,8e7849f71399cbb8da0e2027712ee9cd,gestacion choque 1,113-812,1,9908.0,97.5,2.5,18.0,80.0,82.0,32.1,13.81,11.13,29.3,53.0,amp 100,mt 03,10:15:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.8,5.9,2-3,"113-812,gestacion choque 1",Cria,100.0
2024-01-09,18,1,b721cd30098a9bdf5a86397bbf6530f0,gestacion choque 1,113-812,1,9908.0,99.5,0.5,19.0,39.0,70.0,32.9,12.66,11.01,32.1,50.0,amp 102,mt 02,10:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.8,5.5,0-1,"113-812,gestacion choque 1",Cria,102.0
