sampling_date,plant_id,Peletizadora,sampling_hash,product_name,product_code,Turno,batch,Durabilidad,fines,Presión,Carga,Temp Acondicionamiento,Temp Enfriamiento,Hum Acondicionamiento,Hum Enfriamiento,Temp Ambiente,Hum Ambiente,observations,Matriz Dado,time,mixing_humidity,product_humidity,product_temperature,sampled_by,type_1,retention_time,type_2,efficiency,quantity,company_name,source_file,Delta Temp,Eficiencia Acondicionador,delta_temp_group,"product_code,Producto",Estructura Dieta,Amp
2024-05-06,18,1,e89d30d8e74f283f732b078231bdb093,gestacion comun,100-404,1,457.0,99.8,0.2,20.0,40.0,82.0,27.6,15.02,13.39,28.4,61.0,amp 100,mt 03,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.8,5.5,<0,"100-404,gestacion comun",Cria,100.0
2024-05-06,18,1,e89d30d8e74f283f732b078231bdb093,gestacion comun,100-404,1,457.0,99.8,0.2,20.0,40.0,82.0,27.6,15.02,13.39,28.4,61.0,amp 100,mt 03,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.8,5.5,<0,"100-404,gestacion 1",Cria,100.0
2024-05-06,18,2,f336100170016f0f9efdd0a32c40b5e6,gestacion comun,100-404,1,458.0,98.7,1.3,19.0,72.0,80.0,27.5,13.62,11.75,24.6,68.0,amp 99-128,mt 04,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.9,5.9,2-3,"100-404,gestacion comun",Cria,99.0
2024-05-06,18,2,f336100170016f0f9efdd0a32c40b5e6,gestacion comun,100-404,1,458.0,98.7,1.3,19.0,72.0,80.0,27.5,13.62,11.75,24.6,68.0,amp 99-128,mt 04,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.9,5.9,2-3,"100-404,gestacion 1",Cria,99.0
2024-05-06,18,2,a1929ba966cc25ab61fa9d58b00b7c83,preiniciador fase 2,550-421,1,459.0,93.3,6.7,19.0,68.0,65.0,28.9,12.61,11.57,28.7,68.0,amp 92-122,mt 04,11:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.2,5.2,0-1,"550-421,preiniciador fase 2",preiniciadores,92.0
2024-05-06,18,2,73a8dcb79c1115cfe25fa85a75489719,gestacion preparto,100-405,2,460.0,98.6,1.4,18.0,80.0,75.0,31.6,13.86,11.38,32.7,62.0,amp 82 amp 111,mt 04,15:20:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.1,5.4,<0,"100-405,gestacion preparto",Cria,111.0
2024-05-06,18,1,4aad005ac7e95a2b4109431938749308,gestacion preparto,100-405,2,460.0,99.8,0.2,20.0,40.0,78.0,33.1,13.91,11.42,36.0,46.0,amp 95.97,mt 03,15:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.9,5.6,<0,"100-405,gestacion preparto",Cria,95.97
2024-05-06,18,1,6a92c0942b1be0117e3fe2b68822ff07,ceba 1,703-177,2,461.0,99.7,0.3,20.0,40.0,79.0,30.8,14.08,11.76,33.4,45.0,amp 11.09,mt 03,20:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.6,5.6,<0,"703-177,ceba 1",Finalizadores,11.09
2024-05-06,18,2,ea3dce274061e7ca6610583a159e586f,ceba 1,703-177,2,461.0,96.5,3.5,18.0,80.0,81.0,30.9,13.81,12.02,32.6,62.0,amp 92 - amp 126,mt 04,18:05:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.7,5.9,<0,"703-177,ceba 1",Finalizadores,126.0
2024-08-30,18,2,23dbba3e4d5f081a45bf4aca69423604,ceba finalizacion,703-298,1,1067.0,98.7,1.3,18.0,78.0,84.0,30.9,13.52,11.38,32.8,33.0,amp 104,mt 06,12:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.9,6.2,<0,"703-298,ceba finalizacion",Finalizadores,104.0
2024-08-30,18,1,8d0d71944c46deed3d8ae002a6660eca,ceba finalizacion,703-298,1,1067.0,99.6,0.4,20.0,40.0,80.0,32.8,14.03,12.25,34.4,34.0,amp 100,mt 03,12:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.6,5.7,<0,"703-298,ceba finalizacion",Finalizadores,100.0
2024-08-30,18,2,83630dc47b0d5320550423691f7bbec1,prelevante,610-596,1,1066.0,98.3,1.7,18.0,78.0,84.0,31.1,13.37,11.26,29.1,55.0,amp 107-121,mt 06,10:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.0,6.3,2-3,"610-596,prelevante",Levante,107.0
2024-08-30,18,2,83630dc47b0d5320550423691f7bbec1,prelevante,610-596,1,1066.0,98.3,1.7,18.0,78.0,84.0,31.1,13.37,11.26,29.1,55.0,amp 107-121,mt 06,10:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.0,6.3,2-3,"610-596,levante",Levante,107.0
2024-08-30,18,1,ab7d765f3f6835448cb33be3c43797c7,prelevante,610-596,1,1066.0,99.6,0.4,20.0,40.0,79.5,30.9,13.63,12.12,30.4,44.0,amp 100,mt 03,09:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.5,5.8,0-1,"610-596,prelevante",Levante,100.0
2024-08-30,18,1,ab7d765f3f6835448cb33be3c43797c7,prelevante,610-596,1,1066.0,99.6,0.4,20.0,40.0,79.5,30.9,13.63,12.12,30.4,44.0,amp 100,mt 03,09:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.5,5.8,0-1,"610-596,levante",Levante,100.0
2024-05-06,18,2,e4fa720de386a1632575b44d89ce20ff,ceba nutritec,703-169,3,462.0,98.4,1.6,18.0,70.0,80.0,29.4,13.98,12.2,28.0,59.0,amp 133,mt 04,04:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.4,5.7,1-2,"703-169,ceba nutritec",Finalizadores,133.0
2024-05-06,18,1,e86e2017a0743bf6f64626f7106205df,ceba nutritec,703-169,3,462.0,99.6,0.4,20.0,40.0,79.0,29.2,14.5,12.97,30.0,52.0,amp 108,mt 03,01:50:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.8,5.4,<0,"703-169,ceba nutritec",Finalizadores,108.0
2024-08-29,18,2,0b1e69bbf469fbf03d2aaf655a2d8c99,ceba 1.1 premex,703-171,3,1064.0,91.9,8.1,18.0,82.0,83.0,27.9,13.69,12.21,24.1,56.0,amp 110-118,mt 06,04:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.8,6.1,3-4,"703-171,ceba 1.1 premex",Finalizadores,110.0
2024-08-29,18,2,ee31cb43d8ee5beb8af8fc42ca093e96,hembras crecimiento,111-410,3,1062.0,95.1,4.9,16.0,78.0,80.0,26.9,12.99,10.81,24.4,54.0,amp 117-124,mt 06,02:40:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.5,6.2,2-3,"111-410,hembras crecimiento",Levante,117.0
2024-08-29,18,1,567c04e1213556ae0c62dcc46ebf0422,hembras crecimiento,111-410,3,1062.0,99.9,0.1,18.0,40.0,77.0,28.0,14.68,12.16,28.7,42.0,amp 107,mt 03,02:40:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.7,5.2,<0,"111-410,hembras crecimiento",Levante,107.0
2024-08-29,18,1,bcb9aa8e8554fb46f736f86b6b8f7cab,hembras reemplazo,920-597,3,1061.0,99.9,0.1,20.0,40.0,81.0,29.1,14.19,12.52,28.8,39.0,amp 100,mt 03,00:40:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.3,5.7,0-1,"920-597,hembras reemplazo",Levante,100.0
2024-08-29,18,2,cec91a8160224d38ed17579a6775340d,hembras reemplazo,920-597,3,1060.0,98.1,1.9,19.0,77.0,75.0,28.6,13.94,11.32,25.9,51.0,amp 116-121,mt 06,23:45:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.7,5.4,2-3,"920-597,hembras reemplazo",Levante,116.0
2024-08-29,18,1,46da1f12bc6672f97f5784e295398168,ceba 1,703-177,3,1063.0,99.7,0.3,20.0,40.0,81.0,28.5,14.36,12.38,19.8,40.0,amp 100,mt 03,22:45:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,8.7,5.6,>5,"703-177,ceba 1",Finalizadores,100.0
2024-05-06,18,2,5c27ce05e084f3d36a005fe23367607c,ceba 2,703-167,3,463.0,96.4,3.6,18.0,71.0,78.0,28.3,14.19,12.37,27.0,60.0,mt 04,mt 04,05:15:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.3,5.5,1-2,"703-167,ceba 2",Finalizadores,4.0
2024-05-06,18,1,57cfa202dcd0b35f6d9610f4b739637c,ceba 2,703-167,3,463.0,99.3,0.7,20.0,40.0,80.0,29.3,14.72,12.91,29.0,46.0,am 94,mt 03,04:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.3,5.4,0-1,"703-167,ceba 2",Finalizadores,94.0
2024-05-06,18,1,621c3c38d3a5ee3dfbf0c0b0a24c2f12,levante,601-562,2,625.0,99.1,0.9,20.0,40.0,80.0,28.6,14.08,11.48,32.0,49.0,amp 95,mt 03,19:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.4,5.7,<0,"601-562,levante",Levante,95.0
2024-05-07,18,2,2115a49ccf1d19b71de98b3ab4fab1ca,ceba 2,703-167,1,463.0,95.6,4.4,18.0,70.0,78.0,31.6,14.58,12.05,26.8,61.0,amp 97-128,mt 04,07:10:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,4.8,5.3,4-5,"703-167,ceba 2",Finalizadores,97.0
2024-05-07,18,1,697bbcd18b6092aa463487840f0597fc,ceba 2,703-167,1,463.0,99.8,0.2,20.0,40.0,82.0,28.4,16.0,13.74,29.4,54.0,amp 103,mt 03,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.0,5.1,<0,"703-167,ceba 2",Finalizadores,103.0
2024-05-07,18,2,22b254cac199f9aa66d2870c8e0d29be,iniciacion 1,550-427,1,464.0,92.5,7.5,18.0,70.0,75.0,31.3,13.74,11.44,29.5,62.0,amp 84-126,mt 04,11:20:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.8,5.5,1-2,"550-427,iniciacion 1",Inicios,84.0
2024-05-07,18,1,b7141bd6f384740357b03ffe3e880f35,iniciacion 1,550-427,1,464.0,99.8,0.2,20.0,40.0,81.0,31.5,15.03,13.17,32.8,52.0,amp 97,mt 03,10:45:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.3,5.4,<0,"550-427,iniciacion 1",Inicios,97.0
2024-05-07,18,1,a388f8a94b9ea8329f339f015d5d8933,lactancia  multiparas,212-518,2,465.0,99.5,0.5,20.0,40.0,80.0,32.1,14.33,11.96,36.0,44.0,amp 99,mt 03,04:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.9,5.6,<0,"212-518,lactancia multiparas",Cria,99.0
2024-05-07,18,2,9f0ab36e044d302896bb6b7733a895b9,lactancia  multiparas,212-518,2,465.0,96.0,4.0,18.0,71.0,78.0,33.6,14.31,11.92,30.6,60.0,amp 100-123,mt 04,15:05:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.0,5.5,2-3,"212-518,lactancia multiparas",Cria,100.0
2024-08-29,18,2,ccfc7acb250cb42ede9e56953980638d,levante,601-562,1,1059.0,98.7,1.3,20.0,78.0,80.0,31.2,12.98,10.97,33.4,52.0,amp 106-116,mt 06,12:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.2,6.2,<0,"601-562,levante",Levante,106.0
2024-08-29,18,2,39f2df930cb5a4304965f9f4275b8b4b,lactancia primerizas,240-506,1,1058.0,94.6,5.4,20.0,78.0,80.0,32.4,12.87,10.39,30.4,56.0,amp 110-125,mt 06,10:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.0,6.2,2-3,"240-506,lactancia primerizas",Cria,110.0
2024-08-29,18,2,4ecf5fe1961f3bd49423b8a382f48990,lactancia primerizas,240-506,1,1057.0,96.4,3.6,20.0,78.0,78.0,28.4,13.7,11.1,26.6,59.0,amp 105-118,mt 06,07:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.8,5.7,1-2,"240-506,lactancia primerizas",Cria,105.0
2024-08-29,18,1,eaa0e9ee6833f5bd6664804ae328bb6b,levante,601-562,1,1059.0,99.7,0.3,20.0,40.0,80.0,34.3,13.59,11.19,37.1,39.0,amp 98,mt 03,12:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.8,5.9,<0,"601-562,levante",Levante,98.0
2024-08-29,18,1,d6ede6e72542e30f49576b1a9bc26dac,lactancia primerizas,240-506,1,1058.0,99.0,1.0,20.0,40.0,79.5,31.8,14.09,11.61,31.2,45.0,amp 98,mt 03,09:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.6,5.6,0-1,"240-506,lactancia primerizas",Cria,98.0
2024-05-07,18,1,5aea2efbaa3b7f47e50e61da0e7a5d96,levante,601-562,2,466.0,99.2,0.8,20.0,40.0,79.0,30.1,14.3,11.76,33.4,44.0,amp 99,mt 03,20:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.3,5.5,<0,"601-562,levante",Levante,99.0
2024-08-28,18,2,458c30ce84a7f9adeca8d7ecae053184,ceba 2,703-167,3,1056.0,93.8,6.2,20.0,81.0,83.0,28.3,13.33,11.07,25.5,56.0,amp 117-121,mt 06,04:05:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.8,6.2,2-3,"703-167,ceba 2",Finalizadores,117.0
2024-08-28,18,1,bd8473f615010ff372a06cb9a29fb63b,ceba 2,703-167,3,1056.0,99.5,0.5,20.0,40.0,81.0,31.1,14.16,12.09,29.8,42.0,amp 100,mt 03,02:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.3,5.7,1-2,"703-167,ceba 2",Finalizadores,100.0
2024-08-28,18,1,51ea94f41e5f3441fc1ca4eb03f028aa,ceba 1,703-177,3,1055.0,99.7,0.3,20.0,40.0,80.0,30.9,14.24,10.66,31.2,37.0,amp 102,mt 03,00:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.3,5.6,<0,"703-177,ceba 1",Finalizadores,102.0
2024-08-28,18,2,399615b378d74f0998f26ca6a8860230,ceba 1,703-177,3,1055.0,95.2,4.8,20.0,76.0,82.0,30.5,13.83,10.93,28.7,45.0,amp 105-118,mt 06,22:10:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.8,5.9,1-2,"703-177,ceba 1",Finalizadores,105.0
2024-05-07,18,2,22b3c3c3963a305672fc110bf356cd88,levante,601-562,2,466.0,96.7,3.3,18.0,75.0,78.0,32.8,13.44,12.22,31.6,54.0,amp 98-127,mt 04,16:35:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.2,5.8,1-2,"601-562,levante",Levante,98.0
2024-05-07,18,2,0d81f2666e4f8e6bc701d0cc57c467fd,ceba 1.1 nutritec,703-170,3,467.0,97.9,2.1,18.0,62.0,80.0,30.8,14.67,12.09,27.5,59.0,amp 129,mt 04,23:55:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.3,5.5,3-4,"703-170,ceba 1.1 nutritec",Finalizadores,129.0
2024-05-07,18,1,12c7743723efc940d9f24d685f84be49,ceba 1.1 nutritec,703-170,3,467.0,99.4,0.6,20.0,40.0,80.0,30.3,14.53,13.05,30.0,51.0,amp 100,mt 03,23:20:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.3,5.5,0-1,"703-170,ceba 1.1 nutritec",Finalizadores,100.0
2024-05-07,18,2,186aa2fdd271ff8cf8ae368afd7dd6af,ceba 1,703-177,3,468.0,98.7,1.3,18.0,67.0,83.0,28.4,13.25,12.39,27.7,60.0,amp 122,mt 04,04:50:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.7,6.3,0-1,"703-177,ceba 1",Finalizadores,122.0
2024-05-07,18,1,959042056568a4709e10b6059dbbda25,ceba 1,703-177,3,468.0,99.6,0.4,20.0,40.0,80.0,28.9,14.46,13.24,30.0,54.0,amp 102,mt 03,04:10:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.1,5.5,<0,"703-177,ceba 1",Finalizadores,102.0
2024-05-07,18,2,72be9613ed32ccb0ea5306f0ae73f1d2,ceba 5 nutritec,703-183,3,469.0,98.5,1.5,18.0,65.0,79.0,28.9,13.8,12.0,27.9,59.0,amp 130,mt 04,02:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.0,5.7,1-2,"703-183,ceba 5 nutritec",Finalizadores,130.0
2024-05-07,18,1,0b6e463ae02ecb262ec04bb583b061b5,ceba 5 nutritec,703-183,3,469.0,99.1,0.9,20.0,40.0,80.0,31.9,15.0,12.9,29.0,56.0,amp 105,mt 03,01:40:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.9,5.3,2-3,"703-183,ceba 5 nutritec",Finalizadores,105.0
2024-05-07,18,2,e12e46fb6534fb00e11dfcfeb7671f03,gestacion 1,110-398,3,779.0,99.2,0.8,20.0,79.0,80.0,27.9,13.44,11.16,23.6,70.0,amp 116-123,mt 05,23:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,4.3,6.0,4-5,"110-398,gestacion 1",Cria,116.0
2024-05-07,18,2,e12e46fb6534fb00e11dfcfeb7671f03,gestacion 1,110-398,3,779.0,99.2,0.8,20.0,79.0,80.0,27.9,13.44,11.16,23.6,70.0,amp 116-123,mt 05,23:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,4.3,6.0,4-5,"110-398,gestacion 2",Cria,116.0
2024-05-08,18,2,e60f502b7323145b8ca1f65e2e012fea,ceba 1,703-177,1,468.0,98.2,1.8,18.0,67.0,85.0,28.5,14.94,12.14,24.9,63.0,amp 94-125,mt 04,07:40:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.6,5.7,3-4,"703-177,ceba 1",Finalizadores,94.0
2024-05-08,18,1,968f53c0100f5141e3e7335eacc140b0,ceba 1,703-177,1,468.0,99.3,0.7,20.0,40.0,76.0,27.1,14.86,13.35,28.5,51.0,amp 111,mt 03,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.4,5.1,<0,"703-177,ceba 1",Finalizadores,111.0
2024-05-08,18,2,97173ea747e506f6edfb280fcd47b247,ceba 3 nutritec,703-181,1,471.0,99.4,0.6,18.0,65.0,80.0,30.1,14.22,12.45,27.2,67.0,amp 91-127,mt 04,11:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,2.9,5.6,2-3,"703-181,ceba 3 nutritec",Finalizadores,91.0
2024-05-08,18,1,9e7f29670c41fec14f38ef7a0a05eb7f,ceba 3 nutritec,703-181,1,471.0,99.4,0.6,20.0,40.0,74.0,28.7,15.19,13.37,30.1,50.0,amp 106,mt 03,11:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.4,4.9,<0,"703-181,ceba 3 nutritec",Finalizadores,106.0
2024-05-08,18,1,0500a76b1ca62136ce45701301c73cac,levante,601-562,2,472.0,99.4,0.6,20.0,40.0,80.0,31.1,14.67,12.72,31.4,53.0,amp 100.3,mt 03,18:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.3,5.5,<0,"601-562,levante",Levante,100.3
2024-08-27,18,1,7cbfa4383c492de75682306f614ed10b,ceba finalizacion,703-298,3,1051.0,99.7,0.3,20.0,40.0,81.0,30.3,14.87,12.74,30.0,40.0,amp 104,mt 03,04:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.3,5.4,0-1,"703-298,ceba finalizacion",Finalizadores,104.0
2024-08-27,18,2,d73eecc9984745c85fdf93cf496a902f,ceba 1,703-177,3,1050.0,93.2,6.8,20.0,80.0,83.0,29.8,13.23,11.15,28.4,49.0,amp 114-120,mt 06,02:05:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.4,6.3,1-2,"703-177,ceba 1",Finalizadores,114.0
2024-08-27,18,1,57158bdbc48242ce1330bc8faee18864,ceba 1,703-177,3,1050.0,99.6,0.4,20.0,40.0,82.0,29.9,14.63,12.57,30.9,39.0,amp 100,mt 03,00:40:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.0,5.6,<0,"703-177,ceba 1",Finalizadores,100.0
2024-08-27,18,1,78fd07a9fdea26f4adfd5a88e9011e21,ceba 1.1 premex,703-171,3,1049.0,99.6,0.4,20.0,40.0,82.0,29.4,13.93,12.7,31.7,36.0,amp 95,mt 03,22:45:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-2.3,5.9,<0,"703-171,ceba 1.1 premex",Finalizadores,95.0
2024-08-27,18,2,5b7f3da7dc1d0decd2ee54ccd9f2a56a,ceba 1.1 premex,703-171,2,1049.0,95.1,4.9,18.0,80.0,78.0,31.6,13.23,11.3,29.7,39.0,amp 120,mt 06,21:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.9,5.9,1-2,"703-171,ceba 1.1 premex",Finalizadores,120.0
2024-05-08,18,2,2f7fb0be730ff1080363dd96d8985f63,levante,601-562,2,472.0,97.7,2.3,18.0,78.0,83.0,31.9,14.09,11.95,28.5,67.0,amp 100-128,mt 04,14:25:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.4,5.9,3-4,"601-562,levante",Levante,100.0
2024-05-08,18,2,156b490d71d05e25d62a288d5138816b,levante,601-562,1,472.0,97.1,2.9,18.0,75.0,82.0,28.6,15.44,12.0,27.8,67.0,amp 87-128,mt 04,12:20:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.8,5.3,0-1,"601-562,levante",Levante,87.0
2024-05-08,18,1,46d79138e110a712790d6f8a16c02ad6,ceba nutritec,703-169,2,473.0,99.6,0.4,20.0,40.0,78.0,29.9,14.0,12.45,30.8,54.0,amp 104.2,mt 03,20:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.9,5.6,<0,"703-169,ceba nutritec",Finalizadores,104.2
2024-05-08,18,2,6031d6096fe4d71f66cdf98b8b696ff7,ceba nutritec,703-169,2,473.0,96.7,3.3,18.0,57.0,77.0,28.9,13.09,11.97,32.2,53.0,amp 90-128,mt 04,19:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-3.3,5.9,<0,"703-169,ceba nutritec",Finalizadores,90.0
2024-05-08,18,2,b8c46a64761f3e59e5fbf23fb44ba7db,ceba 2,703-167,3,474.0,98.2,1.8,18.0,73.0,80.0,30.3,13.73,12.6,27.1,65.0,amp 138,mt 04,02:35:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,3.2,5.8,3-4,"703-167,ceba 2",Finalizadores,138.0
2024-05-08,18,1,cc0222bd848ec954cc0b6440d4ea2590,ceba 2,703-167,3,474.0,99.5,0.5,20.0,40.0,78.0,29.6,14.52,13.46,29.0,56.0,amp 105,mt 03,02:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,0.6,5.4,0-1,"703-167,ceba 2",Finalizadores,105.0
2024-05-08,18,2,f9b0a39f89abb827c8bff0eec8e4df2c,ceba 1,703-177,3,475.0,97.4,2.6,18.0,73.0,79.0,28.2,14.96,12.53,26.9,66.0,amp 127,mt 04,05:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.3,5.3,1-2,"703-177,ceba 1",Finalizadores,127.0
2024-05-08,18,1,578e436ac959a1f92f8b9a5d51d6ca1d,ceba 1,703-177,3,475.0,99.7,0.3,20.0,40.0,78.0,28.5,14.8,13.98,29.0,59.0,amp 106,mt 03,04:10:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-0.5,5.3,<0,"703-177,ceba 1",Finalizadores,106.0
2024-05-09,18,2,2ee8377a01f0192124f2178fb85d1557,prelevante,610-596,1,476.0,97.7,2.3,19.0,70.0,83.0,30.3,14.71,12.1,25.5,65.0,amp 89-129,mt 04,06:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,4.8,5.6,4-5,"610-596,prelevante",Levante,89.0
2024-05-09,18,2,2ee8377a01f0192124f2178fb85d1557,prelevante,610-596,1,476.0,97.7,2.3,19.0,70.0,83.0,30.3,14.71,12.1,25.5,65.0,amp 89-129,mt 04,06:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,4.8,5.6,4-5,"610-596,levante",Levante,89.0
2024-05-09,18,1,a9cd43b8ccc2443dc910a848010e894e,prelevante,610-596,1,476.0,99.5,0.5,20.0,40.0,76.0,26.8,14.33,12.96,28.2,59.0,amp 108,mt 03,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.4,5.3,<0,"610-596,prelevante",Levante,108.0
2024-05-09,18,1,a9cd43b8ccc2443dc910a848010e894e,prelevante,610-596,1,476.0,99.5,0.5,20.0,40.0,76.0,26.8,14.33,12.96,28.2,59.0,amp 108,mt 03,07:00:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,-1.4,5.3,<0,"610-596,levante",Levante,108.0
2024-08-26,18,2,4021a17c68e09e8a645c54f03ca611dd,prelevante,610-596,3,1045.0,91.6,8.4,20.0,76.0,83.0,28.6,13.72,12.06,27.4,50.0,amp 109-114,mt 06,03:30:00,,,,,,,,,,Cervalle,SEGUIMIENTO PROCESO PELETIZADO.xlsm,1.2,6.0,1-2,"610-596,prelevante",Levante,109.0
