Temp Enfriamiento,Hum Enfriamiento,Durabilidad media
32.99077961677947,11.280665713808597,99.38989710117734
29.98208774113752,12.844737499194055,99.47264090106626
27.060842816263186,13.874147851921217,99.50287991571996
30.129009793944803,13.031497671578268,99.50011220149085
29.43801584412113,12.520572081144936,99.47159725839816
26.723558610584508,11.259683359231332,99.38822789430075
26.915449575699128,11.190820785959252,99.39340294123006
26.10155423395982,13.28085679878436,99.50300580572262
29.997106507578863,14.995869183657561,99.49373082462337
28.393989323037058,14.938836490427118,99.50348930181602
28.399203286713767,14.995481851538365,99.50348930181602
28.465102138813297,14.865403805112058,99.50403115555129
28.517496543862006,14.15826502146836,99.50403115555129
31.541177804087603,14.085818319848302,99.49179999130881
28.22512479154345,14.200642945673872,99.50348930181602
28.992891615141772,14.446653739110925,99.50228587090366
27.678502474643246,13.466271145304212,99.50023717503481
30.766196612702196,12.090013088648028,99.47069522544409
28.95180526859577,14.534925929715145,99.50228587090366
27.753806110064094,13.654807082047116,99.50113716319389
31.545541699217377,14.422088400452678,99.49179999130881
28.541190402844304,14.708882723180787,99.50403115555129
28.914052435953455,14.643103222811186,99.50458243850842
29.312756016408226,14.017932598194813,99.50236077759955
27.367223994777568,14.695309388257753,99.50023717503481
27.89745329248529,14.307877007589987,99.50113716319389
28.790859803076312,13.771319027776771,99.50403115555129
29.657600177101695,14.657242602229736,99.49863695649476
30.863782383775032,14.199759593953901,99.49397857549835
32.381841573223646,11.729184333337942,99.44461979542506
30.598616733609198,13.509602719234278,99.49402120824674
28.503958145864058,14.685670518854307,99.50403115555129
28.016770718878643,14.78155053735306,99.50348930181602
29.1073965570545,14.464550629399698,99.50236077759955
28.695224802612408,13.871079374418397,99.50403115555129
29.64816264207536,12.88597586482369,99.47157161431127
27.49996205171455,12.554988059508654,99.4603586143515
27.26524098478114,14.730209714392009,99.50161806841594
26.645987178532394,14.008806251097994,99.50300580572262
30.352453047814922,14.313060599077785,99.49402120824674
29.35891286409817,13.227619385647728,99.50815660500544
29.46789860362864,13.241585434521818,99.50815660500544
29.841878670355122,13.172308556695393,99.49845736527428
29.4640553608339,12.598145323644724,99.46812484523248
29.227918091566863,13.243031072321239,99.50815660500544
29.268228027585494,13.035128547334907,99.50845177084366
30.090615721362354,13.038863696319062,99.49982181786746
29.203591559415536,12.315348164461028,99.4729593790378
30.292312299887907,13.372065056214335,99.49981703565263
29.730338417510453,12.735968867260041,99.47179565946517
29.427541695468566,13.196580116909479,99.50815660500544
29.43458516194812,13.171923022831798,99.50815660500544
29.39033596206364,13.102360376396618,99.50815660500544
29.97016250718904,13.17881245471582,99.49952665202926
29.214091056890695,12.8970059318213,99.47157161431127
29.549415401010602,13.315540974778502,99.50815660500544
31.053066242537437,13.616131365518958,99.49397857549835
28.192571131206797,12.783787625126914,99.47292418368161
30.343781759350485,13.49229504722701,99.49402120824674
28.836555510605713,12.368002013695047,99.4751095000446
29.88321225065883,12.99871958811756,99.48311180707141
29.411826946239728,13.230407557860307,99.50815660500544
29.349810038791148,13.071284353832224,99.50845177084366
29.014943803462383,13.365463180287009,99.50808169830955
28.769376899037603,12.981713432738122,99.46941406810755
29.232746239070693,12.685456122160984,99.46913301463783
29.62126815490197,13.670197329558478,99.50236077759955
30.212131379705227,13.429535584695657,99.49981703565263
28.3063880751365,13.116901698792013,99.5092851292219
28.30644444886935,13.57388868558987,99.50348930181602
28.079186990366,12.87366295652023,99.47270013852774
29.03129767996208,13.247553681514738,99.50808169830955
29.40048344475089,13.097114348529304,99.50815660500544
28.706476584397745,13.783529146714493,99.50403115555129
29.735443839186903,12.954015267860365,99.47954231972435
30.03189671454904,13.0904178068669,99.49982181786746
28.454827009664417,13.272038521041944,99.50982698295716
28.464905703933297,13.301424744746189,99.50982698295716
28.545197854097502,13.317655025280244,99.50982698295716
28.560861472508243,13.427917089300312,99.50982698295716
27.732796339596476,13.493573454255754,99.50031082122901
28.38854345104761,13.322733841537213,99.5092851292219
28.547405248475453,13.341957140376952,99.50982698295716
28.480188529784442,13.36187248639363,99.50982698295716
28.565003331269736,13.727953382945019,99.50403115555129
27.937076344334816,13.339555929844845,99.50113716319389
28.345011710934735,13.421402695731414,99.5092851292219
28.37274555020851,13.83570808209645,99.50348930181602
27.46657302913726,13.424775071583065,99.50023717503481
28.11360987938328,13.540144767927254,99.50348930181602
28.545371024761337,13.958883580802175,99.50403115555129
27.819379987192498,13.676512446981683,99.50113716319389
28.26281713262495,13.406512939016793,99.5092851292219
28.266252562724418,13.371750848476223,99.5092851292219
28.631399568755636,13.320661876402896,99.50982698295716
28.607708898827187,13.57103686349944,99.50403115555129
28.420621145874136,13.294813475985693,99.50982698295716
27.616635428516723,13.297260145268346,99.50023717503481
28.90212551898455,13.128340316312878,99.5103782659143
28.891577602416096,13.123395463881826,99.5103782659143
28.92156650979846,12.80559863300127,99.474017320374
28.68387943842789,13.15027194210374,99.50982698295716
27.96732140620905,12.924105448435004,99.46720428993946
28.665974386772906,11.438913372263315,99.39718781898023
28.448303374231653,13.155672480946743,99.50982698295716
28.85265174576906,13.282206600024812,99.5103782659143
28.854320150502897,13.494378595078032,99.50458243850842
29.074331663378977,13.266993161977515,99.50815660500544
28.85310997654698,13.623147362391554,99.50458243850842
28.163694077881875,11.00115234636855,99.35602083002813
28.481942366739656,13.26833045852497,99.50982698295716
28.758480192524566,13.045453683163219,99.51012214879538
29.122986135864736,13.056927945669033,99.50845177084366
28.938638509481166,13.016809716954574,99.48905728908505
28.750002901328664,13.448377555629477,99.50982698295716
28.566313736089274,12.692315079653964,99.47080339258953
28.06711320249181,13.336745524906666,99.5092851292219
28.68972641377478,13.208121600851236,99.50982698295716
28.463720560739205,12.850176085515082,99.47324199226298
29.01563449134009,13.56746235371479,99.50228587090366
28.847104424290933,12.970698113574636,99.48688706541178
28.727657539088902,13.152793728958867,99.50982698295716
28.614781900272863,13.133508684507138,99.50982698295716
29.116395318063134,13.307260544385588,99.50815660500544
28.42016779835968,13.194054045301776,99.50982698295716
28.15554848438748,13.462432483075666,99.50348930181602
27.856619114838225,13.378839836604868,99.50113716319389
28.609858363358885,13.054149785294081,99.51012214879538
28.933315072827625,13.039846592520426,99.51067343175251
28.907841650024228,13.02446764743139,99.48905728908505
29.162248383879007,12.790468628304842,99.47179565946517
28.48236388733824,13.260500648390218,99.50982698295716
28.235234070358327,12.917740586516137,99.47270013852774
28.797340902242563,13.076659596351861,99.51012214879538
28.778491627948252,13.05615788955128,99.51012214879538
26.05509061440834,13.05475772850844,99.50330097156086
28.7805031395709,12.943622684756594,99.48493651878086
28.978602901940754,13.131542748830238,99.50808169830955
28.784353107071386,12.635372019271042,99.46964212467968
28.584357470045614,12.837151869027325,99.47324199226298
29.02534362374294,13.038068894565559,99.50837686414775
28.62254920911533,13.224839337967097,99.50982698295716
28.336535030717357,13.372357787811731,99.5092851292219
28.87348606966137,13.515569283292647,99.50458243850842
29.25446431165778,13.082298614552359,99.50845177084366
28.557376561731086,12.975473543730345,99.46941406810755
28.707621093151207,13.191009560282671,99.50982698295716
28.03813383538333,13.31221890262155,99.5092851292219
32.656438860415236,13.41005141997638,99.49319197361461
28.27138181227778,12.894466884934994,99.47270013852774
28.919714428777652,13.084643091567733,99.51067343175251
28.878182426406987,13.11339733872562,99.5103782659143
28.974069115231508,13.139809360373976,99.50808169830955
29.12297319271603,12.74366494584208,99.47179565946517
28.838067056869832,13.100394735199213,99.51030672601222
28.82134967165929,12.990639638657953,99.46989381116262
29.00613128359713,13.083982927723824,99.50837686414775
29.203795195544657,13.19794612115698,99.50815660500544
26.514585266402673,12.887883011151914,99.46642081502847
28.739566539011246,13.102179513485549,99.50982698295716
28.91546547535151,12.974403202091331,99.48695860531384
28.44421732677953,13.222476631850677,99.50982698295716
28.554782912861803,13.26638844528395,99.50982698295716
28.787909537172126,13.04319915318068,99.51012214879538
29.316398653946212,13.053587060083109,99.50845177084366
28.77976256380189,13.146127367169145,99.50982698295716
28.655292235700635,13.004778435801356,99.48850600612792
28.885921396097324,12.812830393142955,99.474017320374
28.401635089488448,13.093265224833512,99.51012214879538
28.35213540521389,12.938517098568894,99.48439466504561
29.06387218648426,13.125743357152967,99.50815660500544
28.65937515949892,13.234710356251513,99.50982698295716
28.503553827206126,13.063738371331253,99.51012214879538
28.81699735476179,13.054322305655067,99.51060189185046
28.841202946231867,13.044614520284995,99.51060189185046
28.836904667222093,13.056425931860954,99.51060189185046
29.102799076893433,12.86129959108452,99.47157161431127
28.83877876209352,13.02757829379581,99.51060189185046
28.901218290094697,13.030072701993213,99.51067343175251
29.54616487985545,12.945446769060082,99.48326614082914
28.90616801500411,13.02707255783241,99.51067343175251
28.897734259284892,13.015292031582073,99.48905728908505
29.18313511475492,12.904139817330002,99.47157161431127
28.8150217766259,13.061939123031415,99.51060189185046
29.01218370306383,13.005459466996085,99.48676072148032
28.786824206189895,12.739375473373144,99.47346603741688
28.917824990897557,12.874850736468689,99.47379327522013
29.285057992577403,13.055583453514906,99.50845177084366
28.811423196880153,12.965051059781278,99.48688706541178
29.070126159270256,13.175875856700879,99.50815660500544
28.95438848699527,13.118225616964844,99.50808169830955
28.716702478796467,13.054107788098403,99.51012214879538
28.815933367417607,13.10475507007955,99.51030672601222
28.838625437355493,12.993518224901466,99.46989381116262
29.172554891480974,13.15838072250966,99.50815660500544
28.98999700650246,12.815740786276306,99.47349261945021
28.728770540086064,12.923624552842966,99.47324199226298
28.838993164099154,13.09850723315659,99.51030672601222
28.932647054395975,13.171138025386742,99.5103782659143
29.308054387787617,13.187720863780024,99.50815660500544
29.067373862682516,13.113403179850314,99.50815660500544
28.902030362439458,13.071109050239011,99.51067343175251
28.922893288586636,13.12870386923816,99.5103782659143
28.930215865714796,13.189723796787817,99.5103782659143
28.973826759079156,13.213124580844335,99.50808169830955
29.150017208637642,13.16466087652447,99.50815660500544
28.89836870715021,12.989822805775457,99.46996535106469
29.037653792110937,13.149494538792071,99.50808169830955
29.232215886619578,13.267722914021647,99.50815660500544
28.92319824343816,12.90113289427408,99.47379327522013
28.718962408544783,13.12350687043281,99.50982698295716
28.645176113676772,13.025558021172861,99.51012214879538
28.840357607426753,13.095811320565225,99.51030672601222
28.88361422514247,13.216591406670437,99.5103782659143
28.905689820887638,13.225080374524026,99.5103782659143
29.112716133336285,13.21613870493414,99.50815660500544
28.94630798597154,11.947296932143761,99.46868338777152
29.027147923570162,13.245181009903465,99.50808169830955
29.418839132819837,13.17683809894853,99.50815660500544
28.87462891067182,13.289152927954513,99.5103782659143
29.14508456853251,13.313926498204053,99.50815660500544
28.88736289753818,13.239213903288348,99.5103782659143
28.968158639834186,13.245200585819273,99.50808169830955
28.85605611590711,13.214526630328086,99.5103782659143
28.65631060772697,13.333840002763047,99.50982698295716
28.90775226321947,13.219304979042988,99.5103782659143
29.066596524190448,13.229475438144112,99.50815660500544
29.253083684047358,13.279292275415292,99.50815660500544
28.93855967284898,13.179672778358409,99.5103782659143
28.65617107018477,13.18340615967454,99.50982698295716
28.909752832462186,13.40789454933926,99.5103782659143
28.968524346991874,13.15918932986347,99.50808169830955
28.87986362334293,13.267650606116652,99.5103782659143
29.152417019127412,12.986958312227085,99.46774369015584
28.735350372781976,13.213655310533865,99.50982698295716
29.046954277850933,13.167458609505326,99.50808169830955
32.03895224895189,13.338533976666797,99.49535223797142
28.892335621123188,13.038595102724049,99.51067343175251
28.791012502892563,12.950503043040927,99.48493651878086
28.65107228400766,13.026504120621212,99.51012214879538
29.059151655133995,13.10478287925235,99.50815660500544
28.897782211373503,13.151709016965288,99.5103782659143
28.928334059648254,13.039297782053596,99.51067343175251
28.810518056611013,13.038636741487508,99.51060189185046
28.792628680797147,12.971614586066753,99.4864073223567
28.76608920954098,13.0140330345374,99.48850600612792
29.013562088330332,13.06364000709826,99.50837686414775
28.640517254606895,12.953910976299422,99.48493651878086
29.215931770676836,13.076903906723421,99.50845177084366
28.867091152592472,12.86920905949512,99.47379327522013
